1.230802823458527068e-01,-1.399387920801126728e-01,-4.136012789299437636e-02,2.238648446447708829e-01,6.486696321007303333e-03,2.900590889998075350e-02,2.620365528479625672e-01,-1.990531321874649540e-01,3.400648369038122842e-01,2.605693731219478337e-01,2.032900902560723089e-01,-8.835531127862215894e-02,-5.936957911765526619e-02,-1.489280766253217869e-01,-1.379969990751756491e-02,-1.615030717257298909e-01,1.566188898090173365e-01,-2.306741769563235359e-02,1.660018836875061243e-01,9.933340569373157181e-02,1.252873977711201764e-03,-9.934261591902035504e-02,-7.090582046796168290e-03,3.092683572083875787e-01,2.119544657878538185e-01,7.436454614450763168e-02,-7.249027963520461582e-02,3.319003962100582905e-01,1.583062003572937304e-01,-2.803137982097934078e-01,2.143343452463768173e-01,7.317566456389294760e-02,-1.444621544550969972e-01,7.181965497073036775e-02,3.875602434472839863e-02,5.692976760693426591e-02
-2.304681755129466547e-01,8.344244534192218898e-02,-4.444966953274562260e-02,-1.114462991526000285e-01,-1.717958173870341165e-01,5.876710378456796030e-02,3.871088890726732956e-02,-1.662865960165514356e-01,-9.265427070388242148e-02,8.108395447385227661e-02,-1.181427342174556916e-01,-4.010557340662406628e-02,-3.504500325119530579e-01,2.813912832505293116e-01,-6.241266357230381562e-02,1.317036855822406594e-01,1.020136553690693393e-01,2.744708065483077442e-01,7.985475339601531830e-02,9.217430547557385612e-02,3.572772571004012021e-01,1.516944313863013150e-01,-1.778989271920422277e-01,-5.612434142397475928e-02,3.304418351554682665e-01,-1.252916851227239281e-01,-2.067305600384655995e-01,6.643609196291630492e-02,6.376905280110278795e-02,2.210724411837578646e-02,-1.357611721897549195e-01,-1.892541529248075449e-01,-5.322176868454048942e-02,2.933523892005520661e-01,-1.246473762476371823e-02,5.905357522269657350e-02
2.899752359510677224e-01,9.477480648050241874e-02,1.559360392070178181e-01,-1.104731596305588287e-01,1.687016644756813011e-01,-1.528439609750519290e-01,7.749094138887036021e-02,-1.705750456110221580e-01,3.254034672483431534e-02,-8.166374111685621717e-02,1.784160374400226012e-01,1.190554153553479294e-01,-1.902700021563925037e-01,1.693572548769297081e-01,-1.663100023055871513e-01,1.176167904771654726e-01,7.764777699412328668e-04,-1.449076920827443993e-01,-6.575070592321045904e-02,-1.260109655502673620e-01,5.342405835732073893e-02,-1.873776100012955748e-01,2.754357600741428880e-01,7.959880387526238610e-02,7.884822305019588418e-02,4.018317170785288828e-01,-4.502065947853142042e-02,-2.305776490684804669e-01,-1.838040926756033880e-02,3.610215396280128802e-02,-1.375256625770404639e-01,-7.272496117423558892e-02,-4.997379645044685431e-02,1.634082828911168350e-01,-2.864128144377126040e-01,3.194648111214321018e-01
8.188086850117930193e-02,-2.944584721920832093e-01,2.956127206941747687e-01,5.123318150827003981e-02,-1.194679076026683440e-01,1.185136209832486631e-01,-3.192944830675747414e-01,5.842113446561809920e-02,1.619169231931084640e-01,-2.523750538132314980e-01,-6.005510515307336400e-02,2.312124699200041322e-01,8.949441884845882322e-02,1.483143099184444369e-01,-1.244998791169139724e-01,1.445623149682653263e-01,1.605994765663686097e-01,1.928392915771793281e-01,1.511776354542313794e-01,2.116212395216060804e-01,-4.038717139038494955e-03,3.361140768231988402e-02,-2.015087421787790101e-01,2.456666156546130353e-01,1.002578479334189365e-01,-9.715677358068830483e-03,3.903967908595926128e-01,-1.488584037826279349e-01,-8.457815664395408606e-02,-1.342178497638242263e-01,6.225851491461306675e-02,3.729764172501452701e-02,-1.277517447281745558e-02,5.104060537290142606e-03,-2.289614362382568543e-03,1.464635119669566166e-01
5.734393108844940135e-02,-3.734387788477651349e-02,-1.327964975117359170e-01,8.376572050630273769e-02,1.337680892370368968e-01,1.291094608788470773e-02,-6.524038071411869533e-02,2.334230623138479344e-01,-3.316234304880608108e-02,1.024405929903150769e-01,1.926280426981847593e-01,1.680247565876094307e-01,3.745344214414429718e-02,1.289767043861697604e-01,3.886207320432308876e-01,9.428693227313342251e-02,2.406897953465952922e-01,-1.908350516692983445e-01,5.170168143038832154e-02,1.461910364923589001e-01,-1.359080517054494230e-01,-3.413236050431418117e-02,-1.670418101195786653e-01,1.467198707475529385e-01,-1.039463409301992075e-01,-1.356013428309709168e-01,-2.270109968230207276e-01,5.290456522833659851e-03,2.500988814519748346e-02,-6.890736876899192752e-03,-2.194782872677097374e-01,3.889897782173232926e-02,4.423016318979196004e-01,3.169971871161457178e-01,-5.051256990503183442e-02,1.474303347138478659e-01
9.162467661663631358e-02,2.138340887240723978e-02,1.059191660065156443e-01,2.262521512676262669e-01,1.780106075152090850e-02,2.358632769146751934e-02,-4.083564449642124172e-02,-3.106949913851604350e-01,-1.363736996094865594e-01,4.786009813515441913e-02,4.238555869907476015e-02,2.755925172510345078e-01,1.645715842016193253e-01,4.977409607284085519e-02,-1.264042386909542404e-01,-2.830339227147403158e-01,4.198282273058303454e-02,-1.719483516476990326e-01,1.844872464085286004e-02,2.311103888221422986e-01,5.813931721183410173e-02,2.227881293750473835e-01,2.065352987772195448e-01,-1.153820302737225967e-01,2.308068988310164049e-01,-9.797256323311952231e-02,-1.566846253597627414e-01,-2.449362210100562154e-01,-7.247351963553663734e-02,7.821269598773161746e-02,-1.770835511924216121e-01,3.426744411701960202e-01,-2.553051151449849468e-02,6.689707972335327824e-02,2.719661472303914751e-01,-1.570235203604510021e-01
-5.255717548630654823e-02,2.080645971696545582e-01,1.498675247261190280e-01,9.493640547749998548e-02,4.404194809041810932e-01,-2.891857638835263478e-01,1.180186968676631837e-01,7.820116219297156002e-02,1.975841046470227236e-01,-3.743680935116273228e-02,-1.049803004795958200e-01,-2.979294471736620292e-02,-9.502839452948512455e-02,-1.180750556728988737e-01,2.539227893032001138e-01,1.100118149103768705e-01,1.636294284092561502e-01,3.241186562094945933e-01,-2.192919575502639828e-01,1.722334615785279036e-02,-1.727194095690537112e-01,1.805908994200099704e-01,-8.502090449128184638e-03,-5.605083989043094239e-02,1.818654761353764027e-01,-1.112388170183167407e-01,1.810440308548359467e-01,-1.785872254164210665e-02,1.327220401708211761e-01,7.170508985980095229e-02,-1.807088880989534685e-01,2.140850394231164078e-01,-1.946677246024467178e-01,-2.236415270459701787e-02,4.025352748387307777e-02,8.516511558910187796e-02
4.075099007126942868e-02,-2.700585227896823981e-01,-2.548753634198232948e-02,3.566465499437244668e-01,-1.878963761227347429e-01,-3.492657924620677368e-01,-3.404812076144174415e-02,8.524704584733837354e-02,-1.625039480141088066e-01,9.132506519467716022e-02,-4.462365891931256018e-02,2.393377363476421327e-01,7.745852581274041172e-03,1.475754328255097225e-01,1.129059324953245180e-01,1.112270945361047980e-01,-1.281137850043867488e-02,-6.053920107846462451e-02,-1.735995286337300991e-01,-5.129749645572957012e-02,1.070407182972728383e-01,-2.119468270813235633e-01,-2.030492956785805714e-01,-5.976997143830264925e-02,8.643179973055933885e-02,1.801998008058108280e-01,-7.950936998717587911e-02,1.457339046165102847e-01,1.027675870052429941e-01,-5.856642796605147222e-02,-2.929233519356045923e-01,-6.612667684432853299e-02,-2.202492733656820079e-01,-3.111210754252500821e-01,-7.378106031529775566e-02,-1.751164807227169606e-01
-4.742271094829841188e-03,4.703797293210462693e-02,-1.573462440149553110e-01,9.513043864478034836e-03,1.541618676905904053e-02,-2.575271417387949291e-01,1.729084852232743996e-01,-1.020290747308193330e-01,2.515475716145109883e-02,9.211059624352870359e-03,-2.613344773285707356e-01,2.169148575250211264e-01,-8.152480037280310232e-02,1.556172903699910327e-02,1.596562516816966426e-01,1.916857716097323250e-01,-3.358287361058877596e-01,3.178061546360047562e-02,3.567728463729324395e-01,1.400299535631953363e-01,-2.425489855986601995e-01,-7.854245535432063940e-02,1.301575204844864775e-01,7.484255624876048896e-02,1.519048142699659376e-01,1.560260002564315129e-01,1.611436291825886213e-01,9.614459410756881486e-02,-3.293073666606279315e-01,5.792165476294312138e-02,4.343492177741210131e-02,-1.528395778071673650e-01,1.467678947711099635e-01,1.241770671870025683e-01,2.374453305560514649e-01,-1.400730800289246847e-01
2.764239191426001371e-02,6.171923498181951240e-02,3.375660274283665552e-01,-9.421958127162793906e-02,-8.637236492389355202e-02,-6.573520262863047532e-03,-8.373604688156313647e-02,-9.692719716645306627e-02,8.496905012829779336e-02,3.942556617036039324e-01,5.987804051105415776e-02,-9.614066166726632778e-02,-3.142224745306142208e-02,-1.105104632632160078e-01,4.784631022099521819e-02,3.441557094096314023e-02,1.284456013464853608e-01,-8.392794863335374667e-02,-2.623693406955603935e-01,2.187480132723638171e-01,8.885967895255897364e-02,-3.517619806023414720e-03,-3.245307003298495557e-02,2.236045055211485222e-01,3.553261466165717058e-02,1.975490180102582732e-02,5.428516928587424212e-02,1.214886355034414112e-01,-2.918621801802150362e-01,4.949860222731471415e-01,-1.699880679784551750e-03,-1.966056889777737515e-01,1.407729694421623601e-01,-2.179616097013548914e-01,3.076508469052369535e-02,-2.926942846122931180e-02
4.054241410688436686e-01,-3.712047034324163219e-02,1.600050554271948144e-01,6.239252322934878310e-03,-1.667036962021640201e-01,2.572345895313321584e-01,1.654888199631765200e-01,2.394320108039923178e-01,-1.571733384126939581e-01,5.719038946278130059e-02,-1.691888039680962685e-01,-2.015232434659125146e-03,-2.130034729214502487e-01,6.249113144742510229e-02,1.797660164989249298e-01,-6.573907095934419798e-02,1.548882194289566416e-01,9.711130550445729037e-02,1.820532354828284793e-01,-3.909851636705314326e-01,-1.998412743240451234e-02,2.187957610607261794e-01,1.034697046010472216e-01,9.479950590037213021e-02,1.520261264131750854e-02,3.831942535690608526e-02,1.267469589535861162e-02,1.334009343033605854e-01,-2.178492353923419667e-01,8.543778762314814534e-02,-7.054055317343738141e-02,2.432746791298218136e-01,-6.863980704060267113e-02,2.539936199850060389e-02,-1.312491028272061155e-01,-1.971540513970681530e-01
1.174466925652482008e-01,3.016670444632679193e-01,-2.922687152467014216e-02,4.111169979322256557e-02,-1.664469459852435662e-02,5.801709551592589692e-02,-1.282610021041365352e-02,2.495657865111916007e-01,1.025732067948934879e-02,-1.875570311311974547e-01,2.839704165910956202e-01,-2.629458815853166209e-01,7.759454649734149993e-03,2.541846575535167685e-01,-9.373781112141016392e-02,2.924595452629664138e-01,2.038335895859343938e-01,-6.150203476717373136e-02,-2.728032031317185677e-02,1.755806101051176904e-01,7.511488970399081422e-02,5.307811101129988884e-02,1.753714168437107146e-01,3.369626319675709386e-02,3.399348705626522877e-03,2.172106982078695625e-01,5.933898695415604219e-02,9.148567653107504694e-02,6.098246363931558722e-02,-1.411844412390420023e-01,-5.952986707796242838e-02,-7.756639438625467786e-02,-8.742801687448679276e-03,-6.949312844490457275e-02,4.040700191191249901e-01,-3.237119204107420378e-01
-2.932668301704327574e-02,4.202827877113314570e-02,1.709918955922758999e-01,2.999016847999408930e-01,-4.322561451396132043e-02,6.894361751966715524e-02,-1.100885572274038493e-01,7.233373703297099611e-02,-2.851527295414521546e-01,2.197562777647934507e-01,-1.188206494067690216e-01,-9.081095953512489938e-02,-1.505275272509290774e-01,1.571145362720554606e-01,1.113486993042313022e-01,-2.521109158771252523e-01,6.600326931082899085e-02,1.776723418431198354e-01,6.858340058340570145e-02,3.867457520775085394e-02,-1.578123139444629619e-01,-2.701971237898815326e-01,2.929388273942223897e-01,-5.244081518982060541e-02,1.596834410377877961e-02,2.155492614932123102e-02,2.051307754526913163e-01,-1.604351207823364045e-01,4.093431307302234923e-01,8.604926194836462483e-02,1.898327325467861482e-01,-2.036226980816589760e-01,1.393294341069969688e-01,4.739750231434016609e-02,7.186739348717860465e-02,5.024632903302621995e-02
